id,recipientId,senderId,tokens
120739,13579,13673,10
120743,13815,13673,10
120747,13591,13673,10
120762,15384,15663,10
120784,14062,13645,10
120785,13611,13645,10
120789,13717,16852,10
120791,13658,15663,10
120799,13579,14072,10
120833,13765,16852,10
120835,13815,15494,10
120877,15152,13624,10
120879,13588,13658,10
120886,13624,15940,10
120887,14703,15427,10
120894,15124,15129,10
120895,13571,15129,10
120896,13717,15129,10
120897,13579,15129,10
120898,13767,15129,10
120899,14703,15129,10
120900,13601,15129,10
120901,13765,15129,10
120908,13624,15121,10
120910,13765,13654,10
120912,13626,13767,10
120922,14419,13767,10
120923,13814,15940,10
120930,13601,13767,10
120938,13611,15307,10
120939,13717,15307,10
120940,13594,15307,10
120942,15124,15416,10
120943,15940,15152,10
120944,15153,15129,10
120945,14559,15129,10
120947,13606,13767,10
120966,15152,15940,10
120967,14330,15940,10
120973,14869,15421,10
120976,14703,15421,10
120989,15940,13624,10
120992,15230,15126,10
121013,13601,13625,10
121016,15126,15230,10
121020,13717,13658,10
121025,13765,13658,10
121026,14161,13658,10
121027,15371,13658,10
121029,15940,14330,10
121038,13600,13627,10
121046,15940,15485,10
121074,14062,15352,10
121076,13717,15352,10
121080,15371,15352,10
121081,13765,15352,10
121082,16627,15185,10
121083,13624,15524,10
121084,13657,14210,10
121134,13611,13597,10
121141,13676,15352,10
121144,13717,14065,10
121154,15371,16852,10
121207,13765,13632,10
121250,14341,13814,10
121256,13814,14341,10
121257,13573,14337,10
121258,15940,15154,10
121262,16624,16635,10
121271,13718,14307,10
121274,13610,15120,10
121275,14013,14192,10
121277,13641,13570,10
121278,13768,13570,10
121279,14503,15940,10
121280,13832,14337,10
121298,13622,13570,10
121305,13624,14337,10
121329,15124,15136,10
121332,13579,15136,10
121346,14307,14734,10
121357,15940,13814,10
121367,15124,14337,10
121375,13682,13608,10
121385,13600,13581,10
121391,15129,14337,10
121394,13717,13662,10
121395,13765,13662,10
121396,13718,13662,10
121397,14170,13662,10
121398,13611,13581,10
121399,15416,15128,10
121420,14522,14526,10
121423,14174,13831,10
121425,13767,13831,10
121428,13677,13831,10
121429,15430,13831,10
121430,15384,13831,10
121435,13641,13616,10
121437,13581,13616,10
121438,13626,13616,10
121443,13600,13616,10
121446,15380,13581,10
121447,13616,13581,10
121457,13658,13831,10
121460,13571,15128,10
121466,13627,13581,10
121467,14526,16581,10
121471,13672,16581,10
121483,13717,14057,10
121492,14074,14057,10
121495,13616,14057,10
121497,13647,14057,10
121501,13579,16581,10
121503,13684,16581,10
121508,13902,13581,10
121510,13658,16581,10
121534,15940,16581,10
121537,13661,14170,10
121553,13652,16581,10
121554,13626,15232,10
121555,13611,15232,10
121556,13768,15232,10
121559,14169,14170,10
121560,13570,14170,10
121561,14067,14170,10
121562,13717,14170,10
121563,13649,14170,10
121565,13651,13581,10
121569,14066,14170,10
121570,13652,14170,10
121571,13765,14170,10
121572,13633,14170,10
121602,14062,13581,10
121611,14062,15351,10
121613,14067,15351,10
121616,13625,15122,10
121621,14066,15351,10
121627,13655,15122,10
121635,14559,14337,10
121636,14703,14337,10
121637,15371,14065,10
121650,15497,13682,10
121653,16581,14526,10
121661,14704,14526,10
121693,13579,14526,10
121695,15124,13814,10
121696,13660,15418,10
121716,15381,14472,10
121719,13624,15492,10
121747,15231,15117,10
121750,13673,15119,10
121760,13768,13622,10
121772,13639,13604,10
121783,14075,15665,10
121784,13717,15665,10
121785,13649,15665,10
121786,13601,15665,10
121787,13718,15665,10
121788,13603,15665,10
121789,14074,15665,10
121790,15498,15665,10
121791,13616,15665,10
121792,15664,15665,10
121808,13650,14526,10
121815,13768,13647,10
121818,14170,13647,10
121821,14074,15418,10
121829,15124,13625,10
121837,13608,13629,10
121838,13626,13629,10
121839,14067,13629,10
121842,13768,13629,10
121843,13718,13629,10
121844,14307,13629,10
121845,14074,13629,10
121846,13765,13629,10
121895,15124,15120,10
121897,14850,15418,10
121898,13626,14541,10
121899,13611,14541,10
121900,13717,14541,10
121901,13767,14541,10
121902,13649,14541,10
121903,13765,14541,10
121914,13626,15130,10
121915,13579,15120,10
121919,13717,13606,10
121920,14772,13606,10
121940,13570,15120,10
121941,13672,15498,10
121942,13673,15498,10
121943,13717,15498,10
121944,13579,15498,10
121945,13649,15498,10
121946,13601,15498,10
121947,13815,15498,10
121948,13646,15498,10
121986,13765,15498,10
122012,13672,15130,10
122013,13717,15130,10
122014,13815,15130,10
122015,13646,15130,10
122084,13626,15492,10
122085,13717,15492,10
122086,13649,15492,10
122087,13601,15492,10
122088,13604,14526,10
122089,15445,15498,10
122094,13579,15416,10
122095,13815,15492,10
122096,13646,15492,10
122113,13616,13626,10
122116,14074,13626,10
122123,14526,13650,10
122125,14066,15120,10
122127,13767,13626,10
122128,13654,13626,10
122136,14526,13604,10
122138,14703,14329,10
122143,13649,15232,10
122147,13646,15120,10
122148,15137,15416,10
122149,13604,13639,10
122159,16581,13604,10
122161,14703,15416,10
122168,13601,15120,10
122172,16627,14400,10
122179,14503,14329,10
122185,13717,15120,10
122186,15314,15315,10
122194,16635,16624,10
122199,13767,15120,10
122208,13672,13815,10
122224,13601,13815,10
122228,13588,13815,10
122230,13646,13815,10
122234,16581,13650,10
122242,15124,15121,10
122251,13626,15120,10
122253,13570,15121,10
122254,13610,15121,10
122274,13646,16616,10
122289,13815,15502,10
122310,13601,15502,10
122346,15120,15121,10
122347,13579,15121,10
122348,14066,15121,10
122349,14066,15502,10
122356,13626,15121,10
122392,15141,14329,10
122404,13655,15502,10
122406,15485,14503,10
122426,15940,15943,10
122429,15124,14503,10
122433,13853,14176,10
122437,13684,14176,10
122439,14472,14176,10
122440,15494,14176,10
122445,15485,15416,10
122468,13626,15944,10
122477,15137,14329,10
122486,13579,15944,10
122488,13815,15944,10
122490,15314,15944,10
122491,13614,14075,10
122494,14062,13659,10
122502,13718,13659,10
122510,13659,14075,10
122514,14062,13677,10
122532,15943,15944,10
122545,15124,14559,10
122546,14329,14503,10
122550,14850,15944,10
122552,15153,15944,10
122566,13570,15503,10
122568,13626,15503,10
122577,13649,15503,10
122581,15124,15154,10
122586,14329,15141,10
122593,15416,15141,10
122596,13574,15668,10
122597,14174,15668,10
122598,13815,15668,10
122608,14503,15943,10
122613,14306,13604,10
122614,15416,14503,10
122618,15153,15668,10
122624,13654,15943,10
122626,15485,15943,10
122628,13645,15943,10
122629,14559,13657,10
122636,15416,14329,10
122642,13815,14167,10
122644,15668,13624,10
122694,15498,14167,10
122695,14329,15416,10
122696,13624,15668,10
122699,13657,14559,10
122704,13624,15136,10
122733,15416,15152,10
122815,14503,15416,10
122818,13583,14541,10
122819,14059,14541,10
122861,15124,15130,10
122938,13717,13676,10
122960,14503,15137,10
122969,15485,15137,10
122982,13766,14187,10
122983,15371,14187,10
122984,15384,14187,10
122985,14306,16627,10
122986,13658,16616,10
123052,13765,14173,10
123062,14062,13651,10
123073,14161,13651,10
123079,13579,15153,10
123096,13717,13583,10
123099,13622,13583,10
123116,15120,15122,10
123117,15124,15122,10
123118,13579,15122,10
123119,14066,15122,10
123191,13815,13646,10
123251,13611,13646,10
123254,14526,14210,10
123262,15124,14330,10
123278,15124,15941,10
123282,15153,15941,10
123283,13579,15941,10
123284,15416,15941,10
123285,13577,15941,10
123307,13579,14330,10
123309,14210,14526,10
123352,13717,15493,10
123355,13816,14074,10
123356,13717,14074,10
123378,15153,14330,10
123400,16584,14210,10
123406,13654,14074,10
123407,15133,15493,10
123417,14210,16584,10
123421,14430,15428,10
123422,15312,16627,10
123423,15313,16627,10
123425,13601,14330,10
123432,13815,13652,10
123436,14074,13652,10
123437,13765,13652,10
123439,15493,15133,10
123442,14306,16584,10
123444,14400,16627,10
123445,15151,16627,10
123446,13660,14330,10
123447,16584,14306,10
123448,13626,14074,10
123449,15136,15133,10
123451,14210,13657,10
123466,14559,15133,10
123484,14429,14430,10
123485,13765,14074,10
123486,14210,14306,10
123487,15371,14074,10
123490,15151,15313,10
123491,15185,16627,10
123492,13626,13600,10
123494,13718,13600,10
123496,15373,13600,10
123498,13765,13600,10
123502,14772,13660,10
123505,14307,13660,10
123507,13767,15133,10
123529,15124,15151,10
123534,14306,14210,10
123537,15153,15151,10
123538,14059,15524,10
123577,15379,15431,10
123579,13579,15151,10
123583,15124,15141,10
123592,13768,15497,10
123597,13650,16584,10
123606,13626,15501,10
123608,13717,15501,10
123610,13767,15501,10
123611,13649,15501,10
123612,13601,15501,10
123617,13765,15501,10
123619,13579,15414,10
123621,13570,15876,10
123622,13641,13610,10
123624,13583,15497,10
123652,15124,13571,10
123686,16584,13650,10
123699,14559,15151,10
123706,14062,15497,10
123727,13682,15497,10
123728,14503,15414,10
123749,16584,14304,10
123766,15489,15414,10
123776,14182,14429,10
123777,15414,14503,10
123781,14304,16584,10
123801,14526,14304,10
123806,13604,13650,10
123808,15133,15414,10
123823,14182,15428,10
123850,14210,13650,10
123853,15136,15414,10
123856,15230,13624,10
123960,13650,14210,10
123975,13579,14186,10
123978,15485,14186,10
123980,15153,14186,10
123981,13579,13571,10
123992,15124,16583,10
123993,16581,16583,10
123994,13672,16583,10
123995,14526,16583,10
123996,13717,16583,10
123998,14704,16583,10
123999,13815,16583,10
124000,14522,16583,10
124001,13646,16583,10
124005,13581,13641,10
124012,13616,13641,10
124038,13644,14706,10
124051,13677,13614,10
124053,14062,13614,10
124054,13579,13614,10
124055,13768,13614,10
124057,13591,13614,10
124058,13815,13614,10
124059,13718,13614,10
124061,13583,13614,10
124073,13717,14706,10
124086,13650,13604,10
124119,13624,15154,10
124125,14304,14210,10
124143,14062,13599,10
124148,14066,13599,10
124150,13657,14304,10
124153,13581,16616,10
124203,13604,16584,10
124206,15151,14400,10
124207,14503,13624,10
124209,15313,14400,10
124210,14306,14400,10
124225,16584,13604,10
124226,13579,14223,10
124238,14559,14223,10
124240,15153,14223,10
124241,14321,14232,10
124242,15124,14232,10
124243,13601,14232,10
124244,13815,14232,10
124247,13579,13624,10
124250,14210,14304,10
124251,15312,14400,10
124254,13656,15313,10
124255,15668,15230,10
124256,15230,15416,10
124257,15230,15668,10
124258,13604,14210,10
124260,13579,14405,10
124264,14210,13604,10
124273,13664,14232,10
124277,14405,14429,10
124278,15124,15230,10
124281,13632,14728,10
124284,13718,14728,10
124297,14306,13573,10
124306,15124,14726,10
124307,14503,14726,10
124318,15941,15151,10
124320,14400,15313,10
124323,15313,13656,10
124324,14062,13630,10
124325,13601,15155,10
124326,15124,14320,10
124327,13579,14320,10
124332,14726,14503,10
124337,13573,13596,10
124346,15124,15492,10
124351,13717,14726,10
124352,13601,14726,10
124366,15124,15127,10
124369,14174,14163,10
124370,13583,14163,10
124371,15312,15313,10
124374,15313,16624,10
124395,13650,14306,10
124399,14400,15312,10
124405,14059,14726,10
124406,15151,14306,10
124407,13573,14306,10
124408,13815,15316,10
124409,15313,15312,10
124410,14428,15524,10
124412,13717,15127,10
124413,16624,15313,10
124415,14059,14400,10
124420,13573,13650,10
124421,14306,15151,10
124427,13611,15127,10
124428,13765,13667,10
124434,15185,15313,10
124435,14059,15230,10
124436,14210,13573,10
124438,15312,16624,10
124440,13766,13619,10
124443,14066,13619,10
124475,13596,13573,10
124478,13610,15414,10
124518,13570,15414,10
124521,14306,13650,10
124562,15379,15414,10
124567,15124,15152,10
124581,13631,13684,10
124585,14406,15428,10
124586,13666,15414,10
124589,13765,13684,10
124596,14059,13624,10
124597,15185,15312,10
124601,16624,15185,10
124602,13573,14210,10
124622,15230,14059,10
124627,13579,15152,10
124628,15488,15154,10
124629,13624,14059,10
124634,14428,14059,10
124635,15313,15185,10
124637,15185,16624,10
124640,16635,16627,10
124641,16627,16624,10
124643,14503,15154,10
124648,14059,15940,10
124649,15312,15185,10
124651,13656,16624,10
124652,15524,14428,10
124653,15312,16635,10
124654,15313,16635,10
124655,16624,16627,10
124663,14503,15488,10
124698,15124,15488,10
124701,14428,15940,10
124702,14400,15185,10
124705,15124,13643,10
124707,15428,14429,10
124709,16624,15312,10
124717,14405,14404,10
124777,13626,13643,10
124778,13611,13643,10
124779,13717,13643,10
124781,13765,13643,10
124881,13611,14064,10
124904,13765,14067,10
124918,15940,14059,10
124924,13626,15122,10
124928,14406,14407,10
124942,13717,15122,10
124944,13765,14174,10
124945,14013,15380,10
124949,13765,15380,10
124951,13624,14726,10
124952,15498,14174,10
124960,13902,14165,10
124978,15384,14174,10
125016,13717,13591,10
125017,13768,13591,10
125056,13601,13591,10
125068,13717,13579,10
125136,14066,14075,10
125140,13626,14226,10
125141,13902,14226,10
125142,13649,14226,10
125145,13622,14226,10
125146,13654,14226,10
125147,13765,14226,10
125148,13610,14226,10
125149,15940,14428,10
125156,15151,15312,10
125157,16627,15313,10
125159,13579,13657,10
125160,13656,16635,10
125161,16635,15313,10
125162,16627,16635,10
125163,13656,16627,10
125165,13765,15384,10
125171,14406,14413,10
125175,14062,15384,10
125177,13611,15384,10
125194,13815,14163,10
125196,13579,13643,10
125197,14306,15312,10
125198,16627,15312,10
125209,13601,13643,10
125210,13815,13643,10
125221,13611,13678,10
125282,13611,13666,10
125283,13717,13666,10
125285,13815,13666,10
125286,13655,13666,10
125287,13606,13666,10
125289,14170,13666,10
125296,14192,13596,10
125299,14321,14402,10
125303,14341,14402,10
125305,13641,14402,10
125308,14175,14402,10
125314,16624,13656,10
125315,16634,16627,10
125316,14701,13657,10
125317,13656,16634,10
125318,16627,13656,10
125319,16635,13656,10
125320,16627,16634,10
125321,16634,13656,10
125322,13657,14701,10
125323,13656,14400,10
125324,16634,14400,10
125325,16624,14400,10
125326,16635,14400,10
125327,14400,16634,10
125329,14400,13656,10
125330,14400,16624,10
125331,14400,16635,10
125332,16624,16634,10
125333,15185,16635,10
125334,15185,13656,10
125335,13656,15185,10
125336,16635,15185,10
125337,16635,16634,10
125339,13656,15312,10
125340,16634,15312,10
125341,16634,15185,10
125342,15185,16634,10
125343,15312,16634,10
125347,16634,16624,10
125348,16634,16635,10
125349,14306,16634,10
125352,15492,15940,10
125354,15940,15492,10
125361,14202,13668,10
125362,13571,13668,10
125365,13649,13661,10
125373,13717,14542,10
125375,14062,14542,10
125376,13766,14542,10
125377,15371,14542,10
125378,15803,13603,10
125379,14202,13603,10
125380,15153,13603,10
125385,13577,13603,10
125409,14195,15500,10
125410,13678,15500,10
125412,14067,15500,10
125413,13654,15500,10
125416,13664,15500,10
125417,13596,13657,10
125418,13657,13596,10
125422,14701,14210,10
125444,15524,14059,10
125446,14419,15224,10
125454,13682,14707,10
125455,14062,14707,10
125458,13579,14707,10
125459,15124,14707,10
125460,13662,14707,10
125462,13815,14707,10
125463,14066,14707,10
125466,13654,14707,10
125467,13591,14707,10
125506,13573,13657,10
125510,14401,15428,10
125527,13657,13573,10
125528,13579,14314,10
125531,14060,16852,10
125532,13574,16852,10
125533,14869,16852,10
125534,14428,15941,10
125535,14059,15941,10
125539,15941,14059,10
125544,15941,14428,10
125573,14405,14407,10
125671,13815,16852,10
125674,13718,16852,10
125700,13616,14541,10
125701,14306,14541,10
125752,14231,15346,10
125757,14408,15346,10
125762,14430,15346,10
125777,14062,16852,10
125863,14405,14413,10
125864,14407,14413,10
125865,14182,14413,10
125914,15428,14416,10
125921,14405,14417,10
125922,14406,14417,10
125926,14408,14417,10
125935,15428,14417,10
125946,13579,15355,10
125947,13579,15358,10
125948,15355,15358,10
125956,15428,14418,10
125959,14231,14426,10
125980,15428,14426,10
126000,14401,14442,10
126051,14408,15353,10
126093,15124,15119,10
126094,13579,15119,10
126095,13765,15119,10
126096,13624,15119,10
126097,16626,15119,10
126099,14062,13643,10
126101,13601,13579,10
126200,15379,16662,10
126250,13718,15311,10
126254,13655,15311,10
126255,14075,15311,10
126256,14066,15311,10
126257,13649,14075,10
126258,15384,14075,10
126260,15803,14174,10
126273,13765,14508,10
126275,13649,14508,10
126276,13601,14508,10
126284,13601,14506,10
126290,13601,16898,10
126291,14732,16898,10
126293,13717,16898,10
126295,13765,16898,10
126296,15371,16898,10
126297,14170,16898,10
126318,14062,14505,10
126356,15430,14084,10
120708,13686,14306,9
120937,13654,13645,9
121009,14330,15152,9
121634,13684,14337,9
121659,14306,13639,9
121697,13639,14306,9
122108,13581,13626,9
122110,13627,13626,9
122112,13600,13626,9
122117,15232,13626,9
122183,13650,16581,9
122184,13604,16581,9
122366,14306,13686,9
122814,13579,15137,9
123429,14772,13652,9
123826,16583,14526,9
123959,16583,16581,9
123997,13767,16583,9
124375,13717,15155,9
124429,13649,15155,9
124740,15124,13624,9
124741,15153,13624,9
125338,15312,13656,9
125419,13639,13657,9
125420,13657,13639,9
125509,13596,13639,9
125525,13639,13596,9
125529,13639,14314,9
125530,14314,13639,9
125542,13626,13654,9
125617,14231,14404,9
125677,14231,14406,9
125753,14407,15346,9
126197,14306,13657,9
126304,13601,14507,9
120730,13596,14306,8
120736,13647,13673,8
121071,13765,13625,8
121254,14306,13596,8
121536,13611,13649,8
121776,13601,15371,8
122160,13579,15124,8
122177,14321,15379,8
122191,13902,15383,8
122530,13765,13659,8
122536,13641,15503,8
122813,15124,15137,8
122971,15153,15137,8
123043,13717,14173,8
123050,13660,14173,8
123069,13583,13651,8
123397,14062,13631,8
123738,13591,14411,8
123757,13626,14411,8
123976,15416,14186,8
124200,14405,14430,8
124425,13717,14411,8
124426,13579,14411,8
124636,13768,15383,8
124650,14869,15383,8
124659,13717,13625,8
124690,15371,13601,8
124729,13626,13574,8
124732,13611,13574,8
124733,13654,13574,8
124734,13765,13574,8
124736,13660,13574,8
124737,13591,13574,8
124738,13718,13574,8
124755,13583,13574,8
124882,13717,14064,8
124981,13654,13664,8
125150,14854,15383,8
125309,14869,15152,8
125353,15416,15492,8
125732,15428,14430,8
125996,14407,14442,8
126050,14407,15353,8
126177,13815,14175,8
126299,13649,14507,8
126306,14062,14507,8
126316,13601,14505,8
120721,15141,15152,7
120722,13677,13582,7
120745,13660,13673,7
120751,13658,15371,7
121022,14419,13658,7
121028,14850,13658,7
121077,13718,15352,7
121140,13658,15352,7
121146,13577,13639,7
121166,13611,14066,7
121173,13765,14066,7
121468,13626,14057,7
121645,13815,14523,7
121670,13717,13616,7
121720,15153,14523,7
121727,15524,13624,7
122135,13655,15379,7
122237,15153,15485,7
122493,13677,13659,7
122500,13601,13659,7
122503,15385,13659,7
122697,14171,14174,7
123064,13717,13651,7
123175,13611,13633,7
123192,13684,13604,7
123270,14062,15371,7
123277,14850,15371,7
123319,13614,13718,7
123325,13611,13718,7
124271,13591,14232,7
124298,14062,13582,7
124390,13765,15155,7
124680,13767,13601,7
124712,13682,13664,7
124744,15230,15152,7
124787,14726,15152,7
124845,13626,15137,7
125082,13601,13588,7
125214,13608,13678,7
125241,13765,13678,7
125295,15153,15152,7
125382,13622,13603,7
125391,13659,13718,7
125395,14850,13718,7
125408,14183,15500,7
125414,13608,15500,7
125434,13718,13594,7
125695,13583,13768,7
126036,15428,15353,7
126185,13902,14175,7
126312,13649,14505,7
120783,13608,13645,6
121031,14013,13627,6
121067,15384,13658,6
121079,14170,15352,6
121107,13601,13611,6
121263,14170,13645,6
121531,14850,14065,6
121552,13765,13649,6
121585,13664,13682,6
121676,13679,13577,6
121834,13766,15117,6
122193,13662,15383,6
122508,13815,13588,6
122660,13717,14436,6
122725,15124,13657,6
123046,13631,14173,6
123053,13591,14173,6
123326,13717,13718,6
123427,14067,13652,6
123754,13601,14411,6
123854,15124,14869,6
123979,14703,14186,6
124167,13677,15222,6
124196,13626,13902,6
124305,13601,13667,6
124344,14202,14337,6
124345,13646,15155,6
124347,13583,14337,6
124437,13626,15383,6
124531,14869,15155,6
124600,15371,15383,6
